Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,newCountry
Cuba,Aguada De Pasajeros,35,Good,1,Good,35,Good,0,Good,29,Good,Cuba
India,Ahmadpur,172,Unhealthy,2,Good,39,Good,2,Good,172,Unhealthy,India
United States of America,Algonquin,52,Moderate,1,Good,32,Good,3,Good,52,Moderate,United States of America
Argentina,Alta Gracia,34,Good,1,Good,34,Good,1,Good,28,Good,Argentina
Japan,Anjo,95,Moderate,2,Good,24,Good,12,Good,95,Moderate,Japan
Turkey,Ankara,44,Good,1,Good,44,Good,0,Good,36,Good,Turkey
India,Ankola,45,Good,1,Good,19,Good,1,Good,45,Good,India
Brazil,Aracruz,50,Good,0,Good,28,Good,0,Good,50,Good,Brazil
Brazil,Areado,44,Good,1,Good,22,Good,0,Good,44,Good,Brazil
Pakistan,Badin,96,Moderate,1,Good,25,Good,1,Good,96,Moderate,Pakistan
India,Badlapur,170,Unhealthy,6,Good,19,Good,12,Good,170,Unhealthy,India
Germany,Eschweiler,52,Moderate,1,Good,36,Good,2,Good,52,Moderate,Germany
Germany,Ettlingen,45,Good,1,Good,34,Good,4,Good,45,Good,Germany
United States of America,Eunice,70,Moderate,1,Good,19,Good,3,Good,70,Moderate,United States of America
China,Ezhou,187,Unhealthy,4,Good,187,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,China
Germany,Damme,34,Good,0,Good,34,Good,1,Good,16,Good,Germany
Ghana,Foso,55,Moderate,2,Good,15,Good,1,Good,55,Moderate,Ghana
India,Gadag,58,Moderate,0,Good,23,Good,0,Good,58,Moderate,India
India,Gangarampur,82,Moderate,2,Good,82,Moderate,1,Good,61,Moderate,India
United Kingdom of Great Britain and Northern Ireland,Gateshead,54,Moderate,1,Good,17,Good,11,Good,54,Moderate,United Kingdom of Great Britain and Northern Ireland
Switzerland,Geneva,128,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,128,Unhealthy for Sensitive Groups,Switzerland
France,Ducos,139,Unhealthy for Sensitive Groups,1,Good,26,Good,0,Good,139,Unhealthy for Sensitive Groups,France
India,Duliagaon,30,Good,1,Good,28,Good,0,Good,30,Good,India
South Africa,East London,54,Moderate,2,Good,18,Good,3,Good,54,Moderate,South Africa
Cameroon,Ebolowa,70,Moderate,2,Good,28,Good,0,Good,70,Moderate,Cameroon
United States of America,Elfers,62,Moderate,1,Good,27,Good,7,Good,62,Moderate,United States of America
Germany,Emden,33,Good,0,Good,33,Good,0,Good,15,Good,Germany
South Africa,Bethal,63,Moderate,1,Good,16,Good,10,Good,63,Moderate,South Africa
Pakistan,Bhakkar,183,Unhealthy,2,Good,122,Unhealthy for Sensitive Groups,0,Good,183,Unhealthy,Pakistan
Malaysia,Bintulu,51,Moderate,1,Good,12,Good,0,Good,51,Moderate,Malaysia
Austria,Bludenz,35,Good,1,Good,29,Good,1,Good,35,Good,Austria
United States of America,Blue Island,38,Good,2,Good,35,Good,7,Good,38,Good,United States of America
Belgium,Bornem,40,Good,1,Good,28,Good,4,Good,40,Good,Belgium
United States of America,Bourne,38,Good,1,Good,33,Good,5,Good,38,Good,United States of America
India,Brahmapuri,163,Unhealthy,1,Good,33,Good,2,Good,163,Unhealthy,India
Germany,Braunfels,65,Moderate,1,Good,33,Good,3,Good,65,Moderate,Germany
Spain,Aspe,28,Good,1,Good,28,Good,1,Good,25,Good,Spain
France,Aubagne,145,Unhealthy for Sensitive Groups,1,Good,25,Good,13,Good,145,Unhealthy for Sensitive Groups,France
Niger,Ayorou,87,Moderate,1,Good,20,Good,1,Good,87,Moderate,Niger
Germany,Bad Berleburg,53,Moderate,1,Good,34,Good,2,Good,53,Moderate,Germany
Pakistan,Badah,185,Unhealthy,1,Good,76,Moderate,2,Good,185,Unhealthy,Pakistan
India,Badgam,114,Unhealthy for Sensitive Groups,1,Good,53,Moderate,0,Good,114,Unhealthy for Sensitive Groups,India
Gambia,Bakau,155,Unhealthy,1,Good,20,Good,1,Good,155,Unhealthy,Gambia
Thailand,Bang Khla,57,Moderate,1,Good,24,Good,1,Good,57,Moderate,Thailand
Brazil,Barreirinha,25,Good,0,Good,6,Good,0,Good,25,Good,Brazil
Hungary,Budapest,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,Hungary
India,Budhgaon,63,Moderate,0,Good,23,Good,0,Good,63,Moderate,India
Serbia,Bujanovac,44,Good,1,Good,34,Good,0,Good,44,Good,Serbia
Cuba,Cabaiguan,53,Moderate,1,Good,16,Good,3,Good,53,Moderate,Cuba
Brazil,Cacapava,106,Unhealthy for Sensitive Groups,3,Good,4,Good,9,Good,106,Unhealthy for Sensitive Groups,Brazil
Republic of Moldova,Cahul,36,Good,1,Good,36,Good,0,Good,21,Good,Republic of Moldova
Cuba,Calimete,50,Good,1,Good,18,Good,2,Good,50,Good,Cuba
Brazil,Camboriu,96,Moderate,3,Good,10,Good,6,Good,96,Moderate,Brazil
India,Chandannagar,173,Unhealthy,5,Good,117,Unhealthy for Sensitive Groups,6,Good,173,Unhealthy,India
Central African Republic,Kembe,52,Moderate,2,Good,9,Good,0,Good,52,Moderate,Central African Republic
Greece,Khania,60,Moderate,1,Good,48,Good,0,Good,60,Moderate,Greece
United States of America,Ensley,51,Moderate,2,Good,47,Good,4,Good,51,Moderate,United States of America
Madagascar,Farafangana,42,Good,1,Good,19,Good,0,Good,42,Good,Madagascar
Iran (Islamic Republic of),Fereydunshahr,110,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,110,Unhealthy for Sensitive Groups,Iran (Islamic Republic of)
Germany,Feucht,64,Moderate,1,Good,51,Moderate,0,Good,64,Moderate,Germany
Italy,Fidenza,70,Moderate,1,Good,63,Moderate,0,Good,70,Moderate,Italy
India,Firozpur,165,Unhealthy,3,Good,111,Unhealthy for Sensitive Groups,4,Good,165,Unhealthy,India
Spain,Fraga,38,Good,1,Good,38,Good,0,Good,37,Good,Spain
Germany,Frankenberg,55,Moderate,1,Good,47,Good,0,Good,55,Moderate,Germany
Mali,Gao,162,Unhealthy,1,Good,45,Good,0,Good,162,Unhealthy,Mali
Pakistan,Garh Maharaja,174,Unhealthy,5,Good,46,Good,9,Good,174,Unhealthy,Pakistan
Australia,Gawler,24,Good,0,Good,11,Good,11,Good,24,Good,Australia
Colombia,Marsella,95,Moderate,2,Good,16,Good,3,Good,95,Moderate,Colombia
United States of America,Mason,46,Good,1,Good,46,Good,1,Good,41,Good,United States of America
Ireland,Maynooth,41,Good,1,Good,41,Good,0,Good,38,Good,Ireland
Italy,Melito Di Porto Salvo,94,Moderate,1,Good,43,Good,0,Good,94,Moderate,Italy
India,Merta,182,Unhealthy,1,Good,34,Good,1,Good,182,Unhealthy,India
United States of America,Mesquite,66,Moderate,2,Good,31,Good,5,Good,66,Moderate,United States of America
Poland,Miedzyrzec Podlaski,41,Good,1,Good,41,Good,0,Good,24,Good,Poland
United States of America,Moss Point,48,Good,1,Good,44,Good,2,Good,48,Good,United States of America
India,Mulbagal,83,Moderate,2,Good,21,Good,5,Good,83,Moderate,India
Mozambique,Nacala,46,Good,0,Good,29,Good,0,Good,46,Good,Mozambique
Russian Federation,Nakhodka,80,Moderate,2,Good,44,Good,2,Good,80,Moderate,Russian Federation
India,Nandikotkur,109,Unhealthy for Sensitive Groups,2,Good,45,Good,3,Good,109,Unhealthy for Sensitive Groups,India
United States of America,West Chicago,51,Moderate,1,Good,34,Good,3,Good,51,Moderate,United States of America
United States of America,West Memphis,74,Moderate,1,Good,60,Moderate,2,Good,74,Moderate,United States of America
Belgium,Willebroek,50,Good,1,Good,38,Good,2,Good,50,Good,Belgium
Germany,Wolnzach,66,Moderate,1,Good,58,Moderate,0,Good,66,Moderate,Germany
China,Wufeng,167,Unhealthy,8,Good,1,Good,22,Good,167,Unhealthy,China
Germany,Wurzburg,62,Moderate,1,Good,53,Moderate,0,Good,62,Moderate,Germany
Poland,Wyszkow,40,Good,1,Good,40,Good,0,Good,21,Good,Poland
Spain,Villacarrillo,40,Good,1,Good,40,Good,0,Good,14,Good,Spain
Austria,Villach,64,Moderate,1,Good,39,Good,0,Good,64,Moderate,Austria
Russian Federation,Vorotynsk,39,Good,1,Good,39,Good,0,Good,20,Good,Russian Federation
Slovakia,Vranov,66,Moderate,1,Good,51,Moderate,0,Good,66,Moderate,Slovakia
United States of America,Waco,35,Good,1,Good,27,Good,2,Good,35,Good,United States of America
Germany,Warburg,53,Moderate,1,Good,44,Good,0,Good,53,Moderate,Germany
India,Haldaur,500,Hazardous,1,Good,63,Moderate,1,Good,500,Hazardous,India
Turkey,Hendek,35,Good,1,Good,35,Good,0,Good,28,Good,Turkey
Switzerland,Gland,33,Good,1,Good,28,Good,1,Good,33,Good,Switzerland
Russian Federation,Golitsyno,61,Moderate,1,Good,27,Good,9,Good,61,Moderate,Russian Federation
France,Hoenheim,33,Good,1,Good,33,Good,1,Good,28,Good,France
India,Hole Narsipur,37,Good,0,Good,24,Good,0,Good,37,Good,India
Viet Nam,Hong Gai,156,Unhealthy,4,Good,41,Good,3,Good,156,Unhealthy,Viet Nam
China,Huaiyin,193,Unhealthy,5,Good,193,Unhealthy,5,Good,155,Unhealthy,China
Mexico,Huilango,168,Unhealthy,4,Good,3,Good,18,Good,168,Unhealthy,Mexico
United States of America,Huntersville,62,Moderate,2,Good,25,Good,11,Good,62,Moderate,United States of America
India,Iglas,268,Very Unhealthy,1,Good,46,Good,1,Good,268,Very Unhealthy,India
Pakistan,Yazman,500,Hazardous,1,Good,43,Good,0,Good,428,Hazardous,Pakistan
Finland,Ylivieska,39,Good,1,Good,39,Good,0,Good,15,Good,Finland
Uganda,Yumbe,45,Good,1,Good,17,Good,0,Good,45,Good,Uganda
Belgium,Zele,36,Good,1,Good,27,Good,3,Good,36,Good,Belgium
Germany,Zerbst,38,Good,1,Good,38,Good,0,Good,27,Good,Germany
Russian Federation,Zlatoust,33,Good,1,Good,33,Good,0,Good,33,Good,Russian Federation
Indonesia,Ungaran,76,Moderate,1,Good,42,Good,1,Good,76,Moderate,Indonesia
Germany,Usingen,33,Good,1,Good,33,Good,3,Good,33,Good,Germany
Brazil,Varzea Paulista,76,Moderate,2,Good,13,Good,9,Good,76,Moderate,Brazil
Peru,Vice,33,Good,0,Good,23,Good,0,Good,33,Good,Peru
South Africa,Whittlesea,53,Moderate,1,Good,23,Good,0,Good,53,Moderate,South Africa
United Kingdom of Great Britain and Northern Ireland,Wickford,29,Good,0,Good,29,Good,3,Good,23,Good,United Kingdom of Great Britain and Northern Ireland
United States of America,Wildwood,49,Good,1,Good,30,Good,10,Good,49,Good,United States of America
United States of America,Willingboro,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,United States of America
Brazil,Xaxim,26,Good,1,Good,11,Good,1,Good,26,Good,Brazil
Netherlands,Vlagtwedde,30,Good,1,Good,30,Good,3,Good,28,Good,Netherlands
Russian Federation,Vorgashor,55,Moderate,1,Good,29,Good,1,Good,55,Moderate,Russian Federation
Uganda,Wakiso,95,Moderate,4,Good,16,Good,2,Good,95,Moderate,Uganda
United States of America,Waynesboro,65,Moderate,2,Good,22,Good,6,Good,65,Moderate,United States of America
Italy,Frascati,48,Good,1,Good,48,Good,2,Good,29,Good,Italy
Georgia,Gali,34,Good,1,Good,34,Good,0,Good,20,Good,Georgia
India,Ganganagar,500,Hazardous,1,Good,42,Good,0,Good,424,Hazardous,India
Germany,Geeste,32,Good,1,Good,32,Good,3,Good,27,Good,Germany
France,Le Vesinet,48,Good,1,Good,19,Good,4,Good,48,Good,France
Portugal,Linda A Velha,45,Good,0,Good,30,Good,2,Good,45,Good,Portugal
United States of America,Livermore,54,Moderate,1,Good,18,Good,13,Good,54,Moderate,United States of America
Brazil,Loanda,17,Good,0,Good,17,Good,1,Good,16,Good,Brazil
Thailand,Loei,44,Good,0,Good,22,Good,0,Good,44,Good,Thailand
Pakistan,Khewra,204,Very Unhealthy,2,Good,154,Unhealthy,1,Good,204,Very Unhealthy,Pakistan
Russian Federation,Khilok,33,Good,1,Good,30,Good,0,Good,33,Good,Russian Federation
South Africa,Komatipoort,89,Moderate,3,Good,14,Good,2,Good,89,Moderate,South Africa
India,Kondapalle,147,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,147,Unhealthy for Sensitive Groups,India
Indonesia,Jetis,63,Moderate,1,Good,30,Good,1,Good,63,Moderate,Indonesia
United States of America,Joplin,71,Moderate,1,Good,26,Good,4,Good,71,Moderate,United States of America
Cuba,Jovellanos,82,Moderate,1,Good,19,Good,1,Good,82,Moderate,Cuba
Germany,Julich,33,Good,1,Good,32,Good,2,Good,33,Good,Germany
Thailand,Kabin Buri,58,Moderate,0,Good,31,Good,0,Good,58,Moderate,Thailand
India,Kaimur,155,Unhealthy,1,Good,40,Good,0,Good,155,Unhealthy,India
Philippines,Damilag,52,Moderate,1,Good,23,Good,1,Good,52,Moderate,Philippines
United States of America,Darien,81,Moderate,2,Good,8,Good,29,Good,81,Moderate,United States of America
India,Dhekiajuli,89,Moderate,2,Good,44,Good,1,Good,89,Moderate,India
China,Dingzhou,197,Unhealthy,5,Good,197,Unhealthy,6,Good,159,Unhealthy,China
Republic of North Macedonia,Dolna Banjica,45,Good,1,Good,42,Good,0,Good,45,Good,Republic of North Macedonia
United States of America,Dolton,81,Moderate,2,Good,10,Good,29,Good,81,Moderate,United States of America
Czechia,Domazlice,29,Good,0,Good,29,Good,1,Good,23,Good,Czechia
Canada,Kanata,34,Good,1,Good,34,Good,0,Good,15,Good,Canada
,Karlskrona,35,Good,0,Good,35,Good,0,Good,23,Good,Karlskrona
Namibia,Keetmanshoop,123,Unhealthy for Sensitive Groups,0,Good,18,Good,0,Good,123,Unhealthy for Sensitive Groups,Namibia
United States of America,Kennebunk,45,Good,1,Good,41,Good,3,Good,45,Good,United States of America
India,Khamgaon,149,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,149,Unhealthy for Sensitive Groups,India
China,Dongkan,209,Very Unhealthy,6,Good,209,Very Unhealthy,3,Good,175,Unhealthy,China
Netherlands,Doorn,38,Good,1,Good,29,Good,4,Good,38,Good,Netherlands
Switzerland,Dubendorf,32,Good,1,Good,29,Good,1,Good,32,Good,Switzerland
Bulgaria,Dupnica,58,Moderate,1,Good,42,Good,1,Good,58,Moderate,Bulgaria
France,Eaubonne,51,Moderate,1,Good,20,Good,5,Good,51,Moderate,France
Republic of Moldova,Edinet,68,Moderate,1,Good,44,Good,0,Good,68,Moderate,Republic of Moldova
Egypt,El Faiyum,91,Moderate,2,Good,84,Moderate,4,Good,91,Moderate,Egypt
Germany,Ennigerloh,35,Good,1,Good,35,Good,2,Good,25,Good,Germany
Turkey,Eskil,52,Moderate,1,Good,43,Good,0,Good,52,Moderate,Turkey
Guatemala,Esquipulas,68,Moderate,3,Good,3,Good,6,Good,68,Moderate,Guatemala
United States of America,Farmington Hills,49,Good,1,Good,29,Good,6,Good,49,Good,United States of America
Senegal,Koungheul,140,Unhealthy for Sensitive Groups,1,Good,19,Good,1,Good,140,Unhealthy for Sensitive Groups,Senegal
India,Kovvur,152,Unhealthy,1,Good,48,Good,0,Good,152,Unhealthy,India
Togo,Kpalime,78,Moderate,1,Good,20,Good,0,Good,78,Moderate,Togo
Russian Federation,Krasnouralsk,25,Good,1,Good,25,Good,0,Good,20,Good,Russian Federation
Germany,Kyritz,39,Good,0,Good,39,Good,0,Good,21,Good,Germany
Panama,La Chorrera,65,Moderate,1,Good,20,Good,4,Good,65,Moderate,Panama
Italy,La Spezia,59,Moderate,1,Good,41,Good,1,Good,59,Moderate,Italy
Cuba,Mariel,60,Moderate,1,Good,24,Good,2,Good,60,Moderate,Cuba
United States of America,Markham,75,Moderate,2,Good,14,Good,25,Good,75,Moderate,United States of America
Russian Federation,Maryanskaya,45,Good,1,Good,45,Good,2,Good,19,Good,Russian Federation
Kazakhstan,Merke,90,Moderate,1,Good,32,Good,0,Good,90,Moderate,Kazakhstan
United States of America,Prospect Heights,83,Moderate,3,Good,6,Good,30,Good,83,Moderate,United States of America
Japan,Sanda,39,Good,1,Good,39,Good,3,Good,31,Good,Japan
Brazil,Santa Barbara,91,Moderate,3,Good,2,Good,6,Good,91,Moderate,Brazil
Spain,Santa Cruz De Tenerife,36,Good,0,Good,36,Good,0,Good,12,Good,Spain
Guatemala,Santa Lucia Cotzumalguapa,113,Unhealthy for Sensitive Groups,4,Good,3,Good,15,Good,113,Unhealthy for Sensitive Groups,Guatemala
Brazil,Santana De Parnaiba,79,Moderate,2,Good,12,Good,9,Good,79,Moderate,Brazil
Brazil,Santo Antonio Do Sudoeste,18,Good,0,Good,17,Good,0,Good,18,Good,Brazil
Brazil,Sao Jose Do Rio Pardo,64,Moderate,2,Good,3,Good,4,Good,64,Moderate,Brazil
Germany,Seelze,37,Good,1,Good,37,Good,1,Good,23,Good,Germany
Brazil,Miguel Pereira,154,Unhealthy,5,Good,10,Good,18,Good,154,Unhealthy,Brazil
Japan,Miki,45,Good,1,Good,35,Good,3,Good,45,Good,Japan
Spain,Montilla,34,Good,1,Good,28,Good,3,Good,34,Good,Spain
India,Moradabad,500,Hazardous,1,Good,69,Moderate,1,Good,500,Hazardous,India
Madagascar,Moramanga,21,Good,0,Good,21,Good,0,Good,10,Good,Madagascar
India,Shillong,101,Unhealthy for Sensitive Groups,2,Good,42,Good,0,Good,101,Unhealthy for Sensitive Groups,India
Estonia,Sillamae,36,Good,1,Good,36,Good,1,Good,35,Good,Estonia
Colombia,Soata,26,Good,1,Good,7,Good,1,Good,26,Good,Colombia
United States of America,Southbridge,54,Moderate,1,Good,48,Good,2,Good,54,Moderate,United States of America
South Africa,Soweto,185,Unhealthy,36,Good,10,Good,22,Good,185,Unhealthy,South Africa
Switzerland,Spiez,32,Good,0,Good,32,Good,0,Good,20,Good,Switzerland
Russian Federation,Sredneuralsk,32,Good,1,Good,32,Good,1,Good,29,Good,Russian Federation
Germany,Straubing,29,Good,0,Good,29,Good,1,Good,24,Good,Germany
Poland,Sulechow,32,Good,1,Good,30,Good,1,Good,32,Good,Poland
Kyrgyzstan,Suluktu,125,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,125,Unhealthy for Sensitive Groups,Kyrgyzstan
Germany,Rostock,37,Good,0,Good,37,Good,0,Good,20,Good,Germany
Finland,Salo,34,Good,0,Good,34,Good,1,Good,20,Good,Finland
Australia,Nerang,36,Good,1,Good,17,Good,7,Good,36,Good,Australia
Indonesia,Ngawi,73,Moderate,1,Good,40,Good,0,Good,73,Moderate,Indonesia
Ghana,Nkawkaw,79,Moderate,1,Good,19,Good,0,Good,79,Moderate,Ghana
Brazil,Morro Da Fumaca,30,Good,0,Good,23,Good,1,Good,30,Good,Brazil
India,Mundra,153,Unhealthy,0,Good,26,Good,0,Good,153,Unhealthy,India
Viet Nam,My Tho,69,Moderate,1,Good,37,Good,1,Good,69,Moderate,Viet Nam
Japan,Nanae,36,Good,1,Good,36,Good,0,Good,7,Good,Japan
Rwanda,Nyanza,63,Moderate,5,Good,21,Good,2,Good,63,Moderate,Rwanda
United States of America,Oakland,52,Moderate,1,Good,24,Good,9,Good,52,Moderate,United States of America
Japan,Otake,47,Good,1,Good,44,Good,4,Good,47,Good,Japan
India,Ratangarh,500,Hazardous,0,Good,37,Good,0,Good,471,Hazardous,India
Germany,Rellingen,33,Good,1,Good,33,Good,2,Good,25,Good,Germany
Netherlands,Renkum,36,Good,1,Good,31,Good,3,Good,36,Good,Netherlands
Pakistan,Rojhan,188,Unhealthy,1,Good,55,Moderate,0,Good,188,Unhealthy,Pakistan
Germany,Telgte,35,Good,1,Good,35,Good,2,Good,25,Good,Germany
Mexico,Temixco,119,Unhealthy for Sensitive Groups,3,Good,1,Good,15,Good,119,Unhealthy for Sensitive Groups,Mexico
Italy,Termoli,51,Moderate,1,Good,51,Moderate,0,Good,34,Good,Italy
Russian Federation,Syktyvkar,30,Good,1,Good,30,Good,0,Good,10,Good,Russian Federation
China,Tachia,81,Moderate,2,Good,77,Moderate,8,Good,81,Moderate,China
India,Taki,170,Unhealthy,3,Good,96,Moderate,2,Good,170,Unhealthy,India
Japan,Toyota,57,Moderate,1,Good,52,Moderate,2,Good,57,Moderate,Japan
United States of America,Tullahoma,39,Good,1,Good,19,Good,6,Good,39,Good,United States of America
United States of America,Tustin Foothills,89,Moderate,3,Good,11,Good,22,Good,89,Moderate,United States of America
Sweden,Uddevalla,37,Good,0,Good,37,Good,1,Good,18,Good,Sweden
Hungary,Tiszafoldvar,37,Good,1,Good,32,Good,1,Good,37,Good,Hungary
Madagascar,Toamasina,24,Good,0,Good,24,Good,0,Good,10,Good,Madagascar
Germany,Erlangen,44,Good,1,Good,35,Good,2,Good,44,Good,Germany
Mexico,Escuinapa,51,Moderate,1,Good,18,Good,1,Good,51,Moderate,Mexico
Philippines,Estancia,51,Moderate,1,Good,23,Good,0,Good,51,Moderate,Philippines
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate,United States of America
Spain,Felanitx,66,Moderate,1,Good,66,Moderate,1,Good,28,Good,Spain
France,Forbach,52,Moderate,1,Good,27,Good,3,Good,52,Moderate,France
Romania,Focsani,50,Good,1,Good,36,Good,1,Good,50,Good,Romania
,Folkestone,50,Good,0,Good,36,Good,1,Good,50,Good,Folkestone
Germany,Hirschaid,46,Good,1,Good,34,Good,2,Good,46,Good,Germany
United States of America,Holiday,58,Moderate,1,Good,22,Good,8,Good,58,Moderate,United States of America
Mongolia,Hovd,100,Unhealthy for Sensitive Groups,0,Good,34,Good,0,Good,100,Unhealthy for Sensitive Groups,Mongolia
Germany,Hoxter,42,Good,0,Good,32,Good,1,Good,42,Good,Germany
Brazil,Igarassu,27,Good,0,Good,23,Good,1,Good,27,Good,Brazil
Turkey,Igdir,59,Moderate,1,Good,38,Good,0,Good,59,Moderate,Turkey
India,Adilabad,155,Unhealthy,1,Good,32,Good,0,Good,155,Unhealthy,India
France,Albert,51,Moderate,1,Good,22,Good,4,Good,51,Moderate,France
India,Allahabad,189,Unhealthy,1,Good,83,Moderate,0,Good,189,Unhealthy,India
Russian Federation,Angarsk,49,Good,1,Good,49,Good,1,Good,23,Good,Russian Federation
Portugal,Angra,27,Good,1,Good,27,Good,2,Good,15,Good,Portugal
Turkey,Antakya,49,Good,1,Good,42,Good,0,Good,49,Good,Turkey
Mexico,Apatzingan,20,Good,0,Good,13,Good,1,Good,20,Good,Mexico
Brazil,Araguatins,37,Good,1,Good,8,Good,0,Good,37,Good,Brazil
Italy,Ariano Irpino,41,Good,1,Good,41,Good,3,Good,36,Good,Italy
Australia,Armidale,26,Good,0,Good,26,Good,0,Good,3,Good,Australia
Russian Federation,Atkarsk,36,Good,1,Good,36,Good,0,Good,35,Good,Russian Federation
Mexico,Atlautla,243,Very Unhealthy,5,Good,1,Good,20,Good,243,Very Unhealthy,Mexico
France,Aubenas,37,Good,1,Good,26,Good,2,Good,37,Good,France
Peru,Azangaro,28,Good,1,Good,2,Good,3,Good,28,Good,Peru
Brazil,Baependi,43,Good,1,Good,11,Good,2,Good,43,Good,Brazil
Iran (Islamic Republic of),Bafq,155,Unhealthy,1,Good,45,Good,0,Good,155,Unhealthy,Iran (Islamic Republic of)
